source_url	parsed_url
http://microsoft.com	https://channel9.msdn.com/
http://microsoft.com	https://www.microsoft.com/ru-ru/store/b/business?icid=CNavBusinessStore
http://microsoft.com	https://img-prod-cms-rt-microsoft-com.akamaized.net
http://microsoft.com	https://www.microsoft.com/ru-ru/windows/features
http://microsoft.com	https://www.microsoft.com/mwf/css/MWF_20200416_22921869/cyrillic/default/alert/autosuggest/contentplacement/contentplacementitem/glyph/heading/hero/heroitem/hyperlinkgroup/image/list/pagebehaviors/skiptomain/social?apiVersion=1.0&include_base=true
http://microsoft.com	https://instagram.com/microsoftrussia
http://microsoft.com	https://www.microsoft.com/enterprise/government
http://facebook.com	https://hi-in.facebook.com/
http://facebook.com	https://tr-tr.facebook.com/
http://facebook.com	http://facebook.com/help/?ref=pf
http://facebook.com	https://da-dk.facebook.com/
http://facebook.com	http://facebook.com/biz/directory/
http://facebook.com	http://facebook.com/fundraisers/
http://facebook.com	http://facebook.com/careers/?ref=pf
http://facebook.com	https://pt-br.facebook.com/
http://facebook.com	http://facebook.com/pages/category/
http://facebook.com	https://es-la.facebook.com/
http://facebook.com	http://facebook.com/about/privacy/update
http://facebook.com	https://static.xx.fbcdn.net/rsrc.php/v3/yH/l/0,cross/l1vWcDk8cId.css?_nc_x=Ij3Wp8lg5Kz
http://facebook.com	https://fi-fi.facebook.com/
http://facebook.com	http://facebook.com/ad_campaign/landing.php?placement=pflo&amp;campaign_id=402047449186&amp;extra_1=auto
http://facebook.com	https://it-it.facebook.com/
http://facebook.com	http://facebook.com
http://facebook.com	https://static.xx.fbcdn.net/rsrc.php/v3/yq/l/0,cross/EhVMWRsSrFU.css?_nc_x=Ij3Wp8lg5Kz
http://facebook.com	http://facebook.com/allactivity?privacy_source=activity_log_top_menu
http://facebook.com	https://pay.facebook.com/
http://facebook.com	http://facebook.com/data/manifest/
http://facebook.com	http://facebook.com/lite/
http://facebook.com	https://static.xx.fbcdn.net/rsrc.php/v3/yy/l/0,cross/XFUw4rydyyD.css?_nc_x=Ij3Wp8lg5Kz
http://facebook.com	https://www.facebook.com/help/568137493302217
http://facebook.com	http://facebook.com/privacy/explanation
http://facebook.com	https://ro-ro.facebook.com/
http://facebook.com	http://facebook.com/places/
http://facebook.com	http://facebook.com/directory/places/
http://facebook.com	http://facebook.com/facebook
http://facebook.com	https://en-gb.facebook.com/
http://facebook.com	https://pt-pt.facebook.com/
http://facebook.com	https://bg-bg.facebook.com/
http://facebook.com	https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2F&amp;h=AT22GnwlrXky-KLLrrDcmr0OkIZCYybM1DXgKhXUi-rKDM6T4kITmHgY3BfuQG6vYedMB8iUPDjJZKo9cGKABbtG8lQhVlum9SlSjATuWNSxH9u3O1u_zhVVHxt9MgUlutV0eoOTS1TXmlLJ
http://facebook.com	https://ms-my.facebook.com/
http://facebook.com	http://facebook.com/r.php
http://facebook.com	https://hr-hr.facebook.com/
http://facebook.com	http://facebook.com/pages/create/?ref_type=site_footer
http://facebook.com	https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/Y-y3phDxeBz.css?_nc_x=Ij3Wp8lg5Kz
http://facebook.com	http://facebook.com/pages/create/?ref_type=registration_form
http://facebook.com	http://facebook.com/policies?ref=pf
http://facebook.com	http://facebook.com/marketplace/
http://facebook.com	https://uk-ua.facebook.com/
http://facebook.com	https://fa-ir.facebook.com/
http://facebook.com	https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/J-2Jyz-8Pup.css?_nc_x=Ij3Wp8lg5Kz
http://facebook.com	https://vi-vn.facebook.com/
http://facebook.com	https://id-id.facebook.com/
http://facebook.com	http://facebook.com/osd.xml
http://facebook.com	https://ko-kr.facebook.com/
http://facebook.com	https://fr-fr.facebook.com/
http://facebook.com	http://facebook.com/legal/terms/update
http://facebook.com	http://facebook.com/directory/groups/
http://facebook.com	https://mk-mk.facebook.com/
http://facebook.com	http://facebook.com/login/
http://facebook.com	https://sr-rs.facebook.com/
http://facebook.com	https://messenger.com/
http://facebook.com	http://facebook.com/games/
http://facebook.com	https://pl-pl.facebook.com/
http://facebook.com	https://portal.facebook.com/
http://facebook.com	http://facebook.com/directory/people/
